policy,task_id,sample_index,difficulty,passed,why_not,thinking_tokens,total_new_tokens,hit_limit
thinking_on,Mbpp/773,2,easy,False,NameError: name 'occurance_substring' is not defined,4096,4096,True
thinking_on,Mbpp/778,2,easy,False,NameError: name 'pack_consecutive_duplicates' is not defined,4096,4096,True
thinking_on,Mbpp/785,2,easy,False,NameError: name 'tuple_str_int' is not defined,4096,4096,True
thinking_on,Mbpp/786,2,easy,False,NameError: name 'right_insertion' is not defined,4096,4096,True
thinking_on,Mbpp/787,2,easy,False,NameError: name 'text_match_three' is not defined,4096,4096,True
thinking_on,Mbpp/794,2,easy,False,NameError: name 'text_starta_endb' is not defined,4096,4096,True
thinking_on,Mbpp/796,2,easy,True,,161,181,False
thinking_on,Mbpp/87,2,easy,True,,1052,1137,False
thinking_on,Mbpp/88,2,easy,True,,1443,1488,False
thinking_on,Mbpp/9,2,easy,False,NameError: name 'find_Rotations' is not defined,4096,4096,True
thinking_on,Mbpp/90,2,easy,True,,2989,3025,False
thinking_on,Mbpp/91,2,easy,False,NameError: name 'find_substring' is not defined,4096,4096,True
thinking_on,Mbpp/92,2,easy,False,"AssertionError: out: True, exp: False",986,1053,False
thinking_on,Mbpp/94,2,easy,False,NameError: name 'index_minimum' is not defined,4096,4096,True
thinking_on,Mbpp/95,2,easy,False,TypeError: '<' not supported between instances of 'int' and 'list',950,1015,False
thinking_on,Mbpp/98,2,easy,False,NameError: name 'math' is not defined. Did you forget to import 'math'?,286,378,False
thinking_on,Mbpp/99,2,easy,False,"AssertionError: out: , exp: -101",642,707,False
thinking_on,Mbpp/581,3,easy,False,NameError: name 'surface_Area' is not defined,4096,4096,True
thinking_on,Mbpp/587,3,easy,False,NameError: name 'list_tuple' is not defined,4097,4097,True
thinking_on,Mbpp/589,3,easy,False,NameError: name 'perfect_squares' is not defined,4096,4096,True
thinking_on,Mbpp/592,3,easy,False,"AssertionError: out: 12, exp: 15",1510,1570,False
thinking_on,Mbpp/596,3,easy,False,NameError: name 'sys' is not defined. Did you forget to import 'sys'?,603,624,False
thinking_on,Mbpp/602,3,easy,True,,466,515,False
thinking_on,Mbpp/607,3,easy,False,"AssertionError: out: (None, None, None), exp: None",1026,1083,False
thinking_on,Mbpp/608,3,easy,False,NameError: name 'bell_Number' is not defined,4096,4096,True
thinking_on,Mbpp/615,3,easy,False,NameError: name 'average_tuple' is not defined,4096,4096,True
thinking_on,Mbpp/619,3,easy,False,NameError: name 'move_num' is not defined,4096,4096,True
thinking_on,Mbpp/620,3,easy,False,NameError: name 'largest_subset' is not defined,4096,4096,True
thinking_on,Mbpp/623,3,easy,True,,2906,2933,False
thinking_on,Mbpp/63,3,easy,False,"AssertionError: out: 0, exp: 15",2034,2094,False
thinking_on,Mbpp/635,3,easy,True,,2374,2600,False
thinking_on,Mbpp/643,3,easy,False,"AssertionError: out: False, exp: True",551,632,False
thinking_on,Mbpp/65,3,easy,True,,628,741,False
thinking_on,Mbpp/7,3,easy,False,NameError: name 'find_char_long' is not defined,4096,4096,True
thinking_on,Mbpp/726,3,easy,True,,515,564,False
thinking_on,Mbpp/734,3,easy,False,NameError: name 'sum_Of_Subarray_Prod' is not defined. Did you mean: 'sum_of_subarray_prod'?,1229,1341,False
thinking_on,Mbpp/737,3,easy,True,,630,663,False
thinking_on,Mbpp/739,3,easy,False,NameError: name 'find_Index' is not defined,4096,4096,True
thinking_on,Mbpp/74,3,easy,False,NameError: name 'is_samepatterns' is not defined,4096,4096,True
thinking_on,Mbpp/742,3,easy,False,NameError: name 'area_tetrahedron' is not defined,4096,4096,True
thinking_on,Mbpp/749,3,easy,False,"AssertionError: out: ['-500', '-12', '0', '4', '7', '12', '45', '100', '200'], exp: [-500, -12, 0, 4, 7, 12, 45, 100, 200]",532,559,False
thinking_on,Mbpp/75,3,easy,True,,480,520,False
thinking_on,Mbpp/757,3,easy,False,"AssertionError: out: 0, exp: 1",577,894,False
thinking_on,Mbpp/762,3,easy,True,,729,779,False
thinking_on,Mbpp/763,3,easy,False,TypeError: find_min_diff() takes 1 positional argument but 2 were given,2020,2086,False
thinking_on,Mbpp/766,3,easy,False,NameError: name 'pair_wise' is not defined,4096,4096,True
thinking_on,Mbpp/767,3,easy,True,,456,531,False
thinking_on,Mbpp/770,3,easy,True,,918,979,False
thinking_on,Mbpp/771,3,easy,False,"AssertionError: out: True, exp: False",613,714,False
thinking_on,Mbpp/772,3,easy,True,,623,672,False
thinking_on,Mbpp/773,3,easy,False,NameError: name 'occurance_substring' is not defined. Did you mean: 'occurrence_substring'?,678,758,False
thinking_on,Mbpp/778,3,easy,False,NameError: name 'pack_consecutive_duplicates' is not defined,4096,4096,True
thinking_on,Mbpp/785,3,easy,False,ValueError: invalid literal for int() with base 10: '(7',500,578,False
thinking_on,Mbpp/786,3,easy,False,NameError: name 'right_insertion' is not defined,4096,4096,True
thinking_on,Mbpp/787,3,easy,True,,541,564,False
thinking_on,Mbpp/794,3,easy,False,NameError: name 'text_starta_endb' is not defined,4096,4096,True
thinking_on,Mbpp/796,3,easy,True,,1335,1355,False
thinking_on,Mbpp/87,3,easy,False,NameError: name 'merge_dictionaries_three' is not defined,4096,4096,True
thinking_on,Mbpp/88,3,easy,True,,501,527,False
thinking_on,Mbpp/9,3,easy,False,NameError: name 'find_Rotations' is not defined,4096,4096,True
thinking_on,Mbpp/90,3,easy,True,,400,425,False
thinking_on,Mbpp/91,3,easy,False,NameError: name 'find_substring' is not defined,4096,4096,True
thinking_on,Mbpp/92,3,easy,False,NameError: name 'is_undulating' is not defined,4096,4096,True
thinking_on,Mbpp/94,3,easy,True,,661,702,False
thinking_on,Mbpp/95,3,easy,True,,714,757,False
thinking_on,Mbpp/98,3,easy,False,NameError: name 'multiply_num' is not defined,4096,4096,True
thinking_on,Mbpp/99,3,easy,False,NameError: name 'decimal_to_binary' is not defined,4096,4096,True
thinking_on,Mbpp/118,0,easy,True,,369,390,False
thinking_on,Mbpp/119,0,easy,False,"AssertionError: out: None, exp: 0",934,1010,False
thinking_on,Mbpp/12,0,easy,True,,527,581,False
thinking_on,Mbpp/126,0,easy,False,TypeError: 'int' object is not iterable,477,552,False
thinking_on,Mbpp/130,0,easy,True,,3702,3746,False
thinking_on,Mbpp/133,0,easy,True,,396,478,False
thinking_on,Mbpp/137,0,easy,False,NameError: name 'zero_count' is not defined,459,537,False
thinking_on,Mbpp/14,0,easy,False,NameError: name 'find_Volume' is not defined,4096,4096,True
thinking_on,Mbpp/140,0,easy,False,NameError: name 'extract_singly' is not defined,4096,4096,True
thinking_on,Mbpp/145,0,easy,False,ValueError: Array must contain at least 2 elements,382,432,False
thinking_on,Mbpp/16,0,easy,False,"AssertionError: out: True, exp: False",3758,3779,False
thinking_on,Mbpp/161,0,easy,True,,360,396,False
thinking_on,Mbpp/170,0,easy,True,,523,630,False
thinking_on,Mbpp/171,0,easy,True,,2801,2825,False
thinking_on,Mbpp/222,0,easy,True,,1463,1521,False
thinking_on,Mbpp/224,0,easy,True,,393,418,False
thinking_on,Mbpp/227,0,easy,True,,2518,2546,False
thinking_on,Mbpp/233,0,easy,False,NameError: name 'lateralsuface_cylinder' is not defined,4096,4096,True
thinking_on,Mbpp/234,0,easy,True,,2289,2309,False
thinking_on,Mbpp/237,0,easy,False,NameError: name 'check_occurences' is not defined,4096,4096,True
thinking_on,Mbpp/244,0,easy,False,"AssertionError: out: 1, exp: 0",724,798,False
thinking_on,Mbpp/252,0,easy,True,,371,411,False
thinking_on,Mbpp/265,0,easy,False,NameError: name 'list_split' is not defined,4096,4096,True
thinking_on,Mbpp/272,0,easy,True,,2353,2380,False
thinking_on,Mbpp/280,0,easy,True,,392,486,False
thinking_on,Mbpp/294,0,easy,False,NameError: name 'max_val' is not defined,4095,4095,True
thinking_on,Mbpp/309,0,easy,True,,1736,1758,False
thinking_on,Mbpp/311,0,easy,False,"AssertionError: out: 10, exp: 14",631,722,False
thinking_on,Mbpp/391,0,easy,False,NameError: name 'convert_list_dictionary' is not defined,4096,4096,True
thinking_on,Mbpp/405,0,easy,False,NameError: name 'check_tuplex' is not defined,4096,4096,True
thinking_on,Mbpp/406,0,easy,True,,220,244,False
thinking_on,Mbpp/409,0,easy,False,NameError: name 'min_product_tuple' is not defined,4096,4096,True
thinking_on,Mbpp/412,0,easy,True,,2351,2382,False
thinking_on,Mbpp/414,0,easy,True,,365,467,False
thinking_on,Mbpp/418,0,easy,True,,471,545,False
thinking_on,Mbpp/420,0,easy,True,,723,789,False
thinking_on,Mbpp/424,0,easy,True,,296,324,False
thinking_on,Mbpp/426,0,easy,False,NameError: name 'filter_oddnumbers' is not defined,4095,4095,True
thinking_on,Mbpp/428,0,easy,True,,583,702,False
thinking_on,Mbpp/447,0,easy,True,,2533,2559,False
thinking_on,Mbpp/455,0,easy,False,NameError: name 'check_monthnumb_number' is not defined,4096,4096,True
thinking_on,Mbpp/459,0,easy,True,,930,961,False
thinking_on,Mbpp/460,0,easy,False,NameError: name 'Extract' is not defined,4096,4096,True
thinking_on,Mbpp/462,0,easy,False,NameError: name 'combinations_list' is not defined,4096,4096,True
thinking_on,Mbpp/470,0,easy,True,,515,549,False
thinking_on,Mbpp/472,0,easy,True,,710,776,False
thinking_on,Mbpp/475,0,easy,False,"AssertionError: out: [('key', 81), ('key', 83), ('key', 87)], exp: [('Chemistry', 87), ('Physics', 83), ('Math', 81)]",437,475,False
thinking_on,Mbpp/476,0,easy,True,,236,284,False
thinking_on,Mbpp/477,0,easy,False,NameError: name 'is_lower' is not defined,89,155,False
thinking_on,Mbpp/479,0,easy,True,,867,897,False
thinking_on,Mbpp/559,0,easy,False,NameError: name 'max_sub_array_sum' is not defined,4096,4096,True
thinking_on,Mbpp/569,0,easy,True,,899,926,False
thinking_on,Mbpp/573,0,easy,True,,441,532,False
thinking_on,Mbpp/577,0,easy,False,"TypeError: list indices must be integers or slices, not float",2804,2858,False
thinking_on,Mbpp/580,0,easy,False,NameError: name 'extract_even' is not defined,4096,4096,True
thinking_on,Mbpp/585,0,easy,True,,1755,1797,False
thinking_on,Mbpp/59,0,easy,False,NameError: name 'is_octagonal' is not defined,4096,4096,True
thinking_on,Mbpp/591,0,easy,False,NameError: name 'swap_List' is not defined,4096,4096,True
thinking_on,Mbpp/599,0,easy,True,,416,500,False
thinking_on,Mbpp/603,0,easy,False,NameError: name 'get_ludic' is not defined,4096,4096,True
thinking_on,Mbpp/604,0,easy,False,"AssertionError: out: nohtyp margorp, exp: program python",516,561,False
thinking_on,Mbpp/606,0,easy,True,,221,285,False
thinking_on,Mbpp/612,0,easy,True,,2173,2214,False
thinking_on,Mbpp/616,0,easy,True,,390,427,False
thinking_on,Mbpp/629,0,easy,True,,860,910,False
thinking_on,Mbpp/632,0,easy,False,NameError: name 'move_zero' is not defined,4096,4096,True
thinking_on,Mbpp/633,0,easy,False,"AssertionError: out: 235, exp: 202",776,870,False
thinking_on,Mbpp/66,0,easy,True,,1935,1964,False
thinking_on,Mbpp/67,0,easy,False,NameError: name 'bell_number' is not defined,4096,4096,True
thinking_on,Mbpp/68,0,easy,True,,1861,2029,False
thinking_on,Mbpp/721,0,easy,False,NameError: name 'maxAverageOfPath' is not defined,4096,4096,True
thinking_on,Mbpp/723,0,easy,True,,2626,2682,False
thinking_on,Mbpp/725,0,easy,True,,1253,1283,False
thinking_on,Mbpp/728,0,easy,True,,304,340,False
thinking_on,Mbpp/732,0,easy,False,NameError: name 'replace_specialchar' is not defined,4096,4096,True
thinking_on,Mbpp/733,0,easy,True,,656,768,False
thinking_on,Mbpp/735,0,easy,False,NameError: name 'toggle_middle_bits' is not defined,4096,4096,True
thinking_on,Mbpp/736,0,easy,False,timeout,985,1068,False
thinking_on,Mbpp/741,0,easy,True,,605,646,False
thinking_on,Mbpp/744,0,easy,True,,251,276,False
thinking_on,Mbpp/745,0,easy,False,ZeroDivisionError: integer modulo by zero,1397,1501,False
thinking_on,Mbpp/753,0,easy,False,"AssertionError: out: [('Amer', 11)], exp: [('Ayesha', 9)]",828,948,False
thinking_on,Mbpp/754,0,easy,True,,1011,1119,False
thinking_on,Mbpp/758,0,easy,False,NameError: name 'unique_sublists' is not defined,568,643,False
thinking_on,Mbpp/760,0,easy,False,NameError: name 'unique_Element' is not defined. Did you mean: 'unique_element'?,397,430,False
thinking_on,Mbpp/775,0,easy,False,NameError: name 'odd_position' is not defined,508,558,False
thinking_on,Mbpp/780,0,easy,False,NameError: name 'find_combinations' is not defined,4096,4096,True
thinking_on,Mbpp/784,0,easy,False,TypeError: unsupported operand type(s) for *: 'NoneType' and 'int',1916,1999,False
thinking_on,Mbpp/79,0,easy,True,,415,440,False
thinking_on,Mbpp/790,0,easy,False,"AssertionError: out: True, exp: False",549,598,False
thinking_on,Mbpp/793,0,easy,True,,1439,1558,False
thinking_on,Mbpp/798,0,easy,True,,91,129,False
thinking_on,Mbpp/8,0,easy,True,,301,327,False
thinking_on,Mbpp/807,0,easy,True,,294,333,False
thinking_on,Mbpp/808,0,easy,True,,326,348,False
thinking_on,Mbpp/82,0,easy,True,,341,372,False
thinking_on,Mbpp/84,0,easy,False,NameError: name 'sequence' is not defined,4096,4096,True
thinking_on,Mbpp/85,0,easy,True,,250,280,False
thinking_on,Mbpp/93,0,easy,False,NameError: name 'power' is not defined,4096,4096,True
thinking_on,Mbpp/96,0,easy,True,,2861,2951,False
thinking_on,Mbpp/118,1,easy,False,"AssertionError: out: [], exp: ['']",441,461,False
thinking_on,Mbpp/119,1,easy,False,NameError: name 'search' is not defined,4096,4096,True
thinking_on,Mbpp/12,1,easy,True,,669,769,False
thinking_on,Mbpp/126,1,easy,False,TypeError: 'int' object is not iterable,806,862,False
thinking_on,Mbpp/130,1,easy,True,,1106,1207,False
thinking_on,Mbpp/133,1,easy,True,,1516,1546,False
thinking_on,Mbpp/137,1,easy,False,NameError: name 'zero_count' is not defined,4096,4096,True
thinking_on,Mbpp/14,1,easy,False,NameError: name 'find_Volume' is not defined,4096,4096,True
thinking_on,Mbpp/140,1,easy,True,,677,721,False
thinking_on,Mbpp/145,1,easy,False,NameError: name 'max_Abs_Diff' is not defined,4096,4096,True
thinking_on,Mbpp/16,1,easy,False,"AssertionError: out: True, exp: False",498,531,False
thinking_on,Mbpp/161,1,easy,True,,559,670,False
thinking_on,Mbpp/170,1,easy,False,NameError: name 'sum_range_list' is not defined,4096,4096,True
thinking_on,Mbpp/171,1,easy,True,,2067,2091,False
thinking_on,Mbpp/222,1,easy,False,NameError: name 'check_type' is not defined,4096,4096,True
thinking_on,Mbpp/224,1,easy,True,,435,460,False
thinking_on,Mbpp/227,1,easy,True,,314,342,False
thinking_on,Mbpp/233,1,easy,True,,2266,2300,False
thinking_on,Mbpp/234,1,easy,True,,1771,1791,False
thinking_on,Mbpp/237,1,easy,False,"AssertionError: out: {(3, 1): 1, (1, 3): 1, (2, 5): 1, (5, 2): 1, (6, 3): 1}, exp: {(1, 3): 2, (2, 5): 2, (3, 6): 1}",616,670,False
thinking_on,Mbpp/244,1,easy,False,ValueError: Input must be a non-negative integer,569,659,False
thinking_on,Mbpp/252,1,easy,False,NameError: name 'convert' is not defined,4096,4096,True
thinking_on,Mbpp/265,1,easy,False,NameError: name 'list_split' is not defined,4096,4096,True
thinking_on,Mbpp/272,1,easy,False,IndexError: tuple index out of range,323,352,False
thinking_on,Mbpp/280,1,easy,True,,302,351,False
thinking_on,Mbpp/294,1,easy,False,NameError: name 'max_val' is not defined,4096,4096,True
thinking_on,Mbpp/309,1,easy,True,,208,232,False
thinking_on,Mbpp/311,1,easy,False,NameError: name 'set_left_most_unset_bit' is not defined,4096,4096,True
thinking_on,Mbpp/391,1,easy,False,NameError: name 'convert_list_dictionary' is not defined,4096,4096,True
thinking_on,Mbpp/405,1,easy,False,"TypeError: 'in <string>' requires string as left operand, not tuple",247,270,False
thinking_on,Mbpp/406,1,easy,True,,261,285,False
thinking_on,Mbpp/409,1,easy,True,,1185,1248,False
thinking_on,Mbpp/412,1,easy,True,,392,423,False
thinking_on,Mbpp/414,1,easy,True,,411,451,False
thinking_on,Mbpp/418,1,easy,True,,511,585,False
thinking_on,Mbpp/420,1,easy,True,,754,806,False
thinking_on,Mbpp/424,1,easy,True,,317,344,False
thinking_on,Mbpp/426,1,easy,False,NameError: name 'filter_oddnumbers' is not defined,4096,4096,True
thinking_on,Mbpp/428,1,easy,False,timeout,1307,1423,False
thinking_on,Mbpp/447,1,easy,True,,2063,2089,False
thinking_on,Mbpp/455,1,easy,True,,1069,1144,False
thinking_on,Mbpp/459,1,easy,False,"AssertionError: out: castyourfavoritetvshows, exp: cstyoravoitshos",437,464,False
thinking_on,Mbpp/460,1,easy,True,,627,655,False
thinking_on,Mbpp/462,1,easy,False,NameError: name 'combinations_list' is not defined,4096,4096,True
thinking_on,Mbpp/470,1,easy,False,TypeError: 'int' object is not iterable,341,385,False
thinking_on,Mbpp/472,1,easy,True,,623,689,False
thinking_on,Mbpp/475,1,easy,True,,389,486,False
thinking_on,Mbpp/476,1,easy,True,,246,310,False
thinking_on,Mbpp/477,1,easy,True,,214,233,False
thinking_on,Mbpp/479,1,easy,False,"AssertionError: out: 1, exp: 1",765,788,False
thinking_on,Mbpp/559,1,easy,False,NameError: name 'max_sub_array_sum' is not defined,4096,4096,True
thinking_on,Mbpp/569,1,easy,True,,1506,1533,False
thinking_on,Mbpp/573,1,easy,True,,513,610,False
thinking_on,Mbpp/577,1,easy,False,TypeError: 'float' object cannot be interpreted as an integer,552,619,False
thinking_on,Mbpp/580,1,easy,False,"AssertionError: out: (4, 5, 6, 8), exp: (4, (6, (2, 4)), 6, 8)",657,747,False
thinking_on,Mbpp/585,1,easy,True,,362,418,False
thinking_on,Mbpp/59,1,easy,True,,581,608,False
thinking_on,Mbpp/591,1,easy,False,NameError: name 'swap_List' is not defined,4096,4096,True
thinking_on,Mbpp/599,1,easy,True,,735,797,False
thinking_on,Mbpp/603,1,easy,False,"AssertionError: out: [1, 2, 3, 5, 7, 11, 13, 17, 19, 23], exp: [1, 2, 3, 5, 7, 11, 13, 17, 23, 25]",2144,2294,False
thinking_on,Mbpp/604,1,easy,True,,410,440,False
thinking_on,Mbpp/606,1,easy,True,,166,225,False
thinking_on,Mbpp/612,1,easy,False,NameError: name 'merge' is not defined,4096,4096,True
thinking_on,Mbpp/616,1,easy,True,,345,382,False
thinking_on,Mbpp/629,1,easy,True,,369,399,False
thinking_on,Mbpp/632,1,easy,True,,437,489,False
thinking_on,Mbpp/633,1,easy,False,TypeError: pair_xor_Sum() takes 1 positional argument but 2 were given,714,773,False
thinking_on,Mbpp/66,1,easy,True,,3232,3261,False
thinking_on,Mbpp/67,1,easy,False,"AssertionError: out: 0, exp: 1",653,886,False
thinking_on,Mbpp/68,1,easy,False,"AssertionError: out: False, exp: True",633,753,False
thinking_on,Mbpp/721,1,easy,False,NameError: name 'maxAverageOfPath' is not defined,4096,4096,True
thinking_on,Mbpp/723,1,easy,False,NameError: name 'count_same_pair' is not defined,4096,4096,True
thinking_on,Mbpp/725,1,easy,False,NameError: name 'extract_quotation' is not defined,4096,4096,True
thinking_on,Mbpp/728,1,easy,False,NameError: name 'sum_list' is not defined,4096,4096,True
thinking_on,Mbpp/732,1,easy,True,,640,671,False
thinking_on,Mbpp/733,1,easy,False,NameError: name 'find_first_occurrence' is not defined,4096,4096,True
thinking_on,Mbpp/735,1,easy,False,NameError: name 'toggle_middle_bits' is not defined,4096,4096,True
thinking_on,Mbpp/736,1,easy,True,,589,667,False
thinking_on,Mbpp/741,1,easy,True,,569,610,False
thinking_on,Mbpp/744,1,easy,True,,323,348,False
thinking_on,Mbpp/745,1,easy,False,ZeroDivisionError: integer modulo by zero,744,888,False
thinking_on,Mbpp/753,1,easy,True,,420,485,False
thinking_on,Mbpp/754,1,easy,False,NameError: name 'extract_index_list' is not defined,4096,4096,True
thinking_on,Mbpp/758,1,easy,False,NameError: name 'unique_sublists' is not defined,704,739,False
thinking_on,Mbpp/760,1,easy,True,,664,697,False
thinking_on,Mbpp/775,1,easy,True,,627,692,False
thinking_on,Mbpp/780,1,easy,False,ValueError: too many values to unpack (expected 2),663,4096,True
thinking_on,Mbpp/784,1,easy,False,NameError: name 'mul_even_odd' is not defined,4096,4096,True
thinking_on,Mbpp/79,1,easy,True,,954,989,False
thinking_on,Mbpp/790,1,easy,False,"AssertionError: out: True, exp: False",388,439,False
thinking_on,Mbpp/793,1,easy,True,,493,528,False
thinking_on,Mbpp/798,1,easy,True,,2587,2606,False
thinking_on,Mbpp/8,1,easy,True,,412,512,False
thinking_on,Mbpp/807,1,easy,False,NameError: name 'first_odd' is not defined,4096,4096,True
thinking_on,Mbpp/808,1,easy,True,,2887,2909,False
thinking_on,Mbpp/82,1,easy,True,,543,574,False
thinking_on,Mbpp/84,1,easy,False,NameError: name 'sequence' is not defined,4096,4096,True
thinking_on,Mbpp/85,1,easy,False,NameError: name 'surfacearea_sphere' is not defined,4096,4096,True
thinking_on,Mbpp/93,1,easy,False,NameError: name 'power' is not defined,4096,4096,True
thinking_on,Mbpp/96,1,easy,True,,1269,1359,False
thinking_on,Mbpp/118,2,easy,True,,436,457,False
thinking_on,Mbpp/119,2,easy,False,"AssertionError: out: 2, exp: 3",718,4096,True
thinking_on,Mbpp/12,2,easy,True,,824,850,False
thinking_on,Mbpp/126,2,easy,False,TypeError: 'int' object is not iterable,1666,1768,False
thinking_on,Mbpp/130,2,easy,False,NameError: name 'max_occurrences' is not defined,4095,4095,True
thinking_on,Mbpp/133,2,easy,True,,3054,3084,False
thinking_on,Mbpp/137,2,easy,False,NameError: name 'zero_count' is not defined,713,875,False
thinking_on,Mbpp/14,2,easy,True,,432,491,False
thinking_on,Mbpp/140,2,easy,False,NameError: name 'extract_singly' is not defined,4096,4096,True
thinking_on,Mbpp/145,2,easy,True,,254,291,False
thinking_on,Mbpp/16,2,easy,False,"AssertionError: out: False, exp: True",1123,1215,False
thinking_on,Mbpp/161,2,easy,True,,683,719,False
thinking_on,Mbpp/170,2,easy,False,NameError: name 'sum_range_list' is not defined,4096,4096,True
thinking_on,Mbpp/171,2,easy,False,NameError: name 'perimeter_pentagon' is not defined,4096,4096,True
thinking_on,Mbpp/222,2,easy,True,,597,659,False
thinking_on,Mbpp/224,2,easy,True,,237,262,False
thinking_on,Mbpp/227,2,easy,True,,104,132,False
thinking_on,Mbpp/233,2,easy,True,,1152,1186,False
thinking_on,Mbpp/234,2,easy,True,,1202,1235,False
thinking_on,Mbpp/237,2,easy,False,NameError: name 'check_occurences' is not defined,4096,4096,True
thinking_on,Mbpp/244,2,easy,False,"AssertionError: out: 1, exp: 0",913,1009,False
thinking_on,Mbpp/252,2,easy,True,,743,827,False
thinking_on,Mbpp/265,2,easy,False,NameError: name 'list_split' is not defined,4096,4096,True
thinking_on,Mbpp/272,2,easy,True,,2477,2504,False
thinking_on,Mbpp/280,2,easy,True,,393,442,False
thinking_on,Mbpp/294,2,easy,False,NameError: name 'max_val' is not defined,4096,4096,True
thinking_on,Mbpp/309,2,easy,True,,181,203,False
thinking_on,Mbpp/311,2,easy,False,NameError: name 'set_left_most_unset_bit' is not defined,4096,4096,True
thinking_on,Mbpp/391,2,easy,False,AssertionError,654,860,False
thinking_on,Mbpp/405,2,easy,True,,220,244,False
thinking_on,Mbpp/406,2,easy,True,,169,193,False
thinking_on,Mbpp/409,2,easy,False,NameError: name 'min_product_tuple' is not defined,4096,4096,True
thinking_on,Mbpp/412,2,easy,True,,592,623,False
thinking_on,Mbpp/414,2,easy,True,,672,712,False
thinking_on,Mbpp/418,2,easy,True,,657,741,False
thinking_on,Mbpp/420,2,easy,True,,927,964,False
thinking_on,Mbpp/424,2,easy,False,NameError: name 'extract_rear' is not defined,4096,4096,True
thinking_on,Mbpp/426,2,easy,True,,1370,1402,False
thinking_on,Mbpp/428,2,easy,False,NameError: name 'shell_sort' is not defined,4096,4096,True
thinking_on,Mbpp/447,2,easy,True,,340,446,False
thinking_on,Mbpp/455,2,easy,True,,494,621,False
thinking_on,Mbpp/459,2,easy,False,NameError: name 'remove_uppercase' is not defined,4096,4096,True
thinking_on,Mbpp/460,2,easy,False,"AssertionError: out: [1, 2, 3, 4, 5, 6, 7, 8, 9], exp: [1, 3, 6]",249,277,False
thinking_on,Mbpp/462,2,easy,False,"AssertionError: out: [[], ['orange'], ['red'], ['green'], ['blue'], ['orange', 'red'], ['orange', 'green'], ['orange', 'blue'], ['red', 'green'], ['red', 'blue'], ['green', 'blue'], ['orange', 'red', ",996,1110,False
thinking_on,Mbpp/470,2,easy,False,NameError: name 'add_pairwise' is not defined,4096,4096,True
thinking_on,Mbpp/472,2,easy,True,,952,1017,False
thinking_on,Mbpp/475,2,easy,False,"AssertionError: out: [('Math', 81), ('Physics', 83), ('Chemistry', 87)], exp: [('Chemistry', 87), ('Physics', 83), ('Math', 81)]",3196,3224,False
thinking_on,Mbpp/476,2,easy,True,,2414,2437,False
thinking_on,Mbpp/477,2,easy,True,,211,230,False
thinking_on,Mbpp/479,2,easy,False,NameError: name 'first_Digit' is not defined,4096,4096,True
thinking_on,Mbpp/559,2,easy,False,NameError: name 'max_sub_array_sum' is not defined,4096,4096,True
thinking_on,Mbpp/569,2,easy,False,"AssertionError: out: [[['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]], exp: [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]",634,664,False
thinking_on,Mbpp/573,2,easy,True,,704,835,False
thinking_on,Mbpp/577,2,easy,False,TypeError: 'float' object cannot be interpreted as an integer,1148,1223,False
thinking_on,Mbpp/580,2,easy,False,NameError: name 'extract_even' is not defined,4096,4096,True
thinking_on,Mbpp/585,2,easy,True,,197,257,False
thinking_on,Mbpp/59,2,easy,False,NameError: name 'is_octagonal' is not defined,4096,4096,True
thinking_on,Mbpp/591,2,easy,False,NameError: name 'swap_List' is not defined,4096,4096,True
thinking_on,Mbpp/599,2,easy,False,NameError: name 'sum_average' is not defined,4096,4096,True
thinking_on,Mbpp/603,2,easy,False,"AssertionError: out: [1, 2, 3, 5, 7, 11, 13, 17, 19, 23], exp: [1, 2, 3, 5, 7, 11, 13, 17, 23, 25]",1214,1328,False
thinking_on,Mbpp/604,2,easy,True,,423,453,False
thinking_on,Mbpp/606,2,easy,True,,228,260,False
thinking_on,Mbpp/612,2,easy,False,"AssertionError: out: [['x', 'a'], ['y', 'b']], exp: [['x', 'a', 'm'], ['y', 'b', 'n']]",942,1009,False
thinking_on,Mbpp/616,2,easy,True,,2910,2947,False
thinking_on,Mbpp/629,2,easy,False,NameError: name 'Split' is not defined,4096,4096,True
thinking_on,Mbpp/632,2,easy,False,"AssertionError: out: [1, 2, 3, 4, 0, 0, 0, 0, 0, 0], exp: [1, 2, 3, 4, 0, 0]",318,366,False
thinking_on,Mbpp/633,2,easy,False,TypeError: pair_xor_Sum() takes 1 positional argument but 2 were given,773,837,False
thinking_on,Mbpp/66,2,easy,True,,306,350,False
thinking_on,Mbpp/67,2,easy,True,,1100,1473,False
thinking_on,Mbpp/68,2,easy,False,NameError: name 'is_Monotonic' is not defined,4096,4096,True
thinking_on,Mbpp/721,2,easy,False,NameError: name 'maxAverageOfPath' is not defined,4096,4096,True
thinking_on,Mbpp/723,2,easy,True,,2912,2953,False
thinking_on,Mbpp/725,2,easy,False,NameError: name 'extract_quotation' is not defined,4096,4096,True
thinking_on,Mbpp/728,2,easy,True,,309,374,False
thinking_on,Mbpp/732,2,easy,False,NameError: name 'replace_specialchar' is not defined,4096,4096,True
thinking_on,Mbpp/733,2,easy,True,,684,803,False
thinking_on,Mbpp/735,2,easy,False,NameError: name 'toggle_middle_bits' is not defined,4096,4096,True
thinking_on,Mbpp/736,2,easy,True,,471,585,False
